,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
434,12445793,https://www.airbnb.com/rooms/12445793,20240900000000.0,29/09/2024,city scrape,Casa en Dima. Bilbao (Vizcaya),"House in Dima, 30' from Bilbao, Vitoria and 1 h from San Sebastian and Pamplona. It is located next to the Gorbeia natural park and in less than 1 hour by car you can visit villages such as Gernika and Durango, natural parks (Urkiola or the Urdaibai biosphere), vineyards of La Rioja and the entire Basque coast (Bermeo, Elantxobe, Lekeitio, Getaria, Zarautz...).<br />Wide terrain and magnificent views of the valley of Arratia. <br />Newly built house. (Reg.: EBI-156)","The house is located in a quiet but not solitary place, built on the edge of a natural balcony overlooking the valley and facing the Gorbeia massif. In the area spectacular rocky massifs and valleys. Small nuclei and population scattered in  neighborhoods with beautiful typical hamlets with perfect accesses and services, hermitages, churches, sanctuaries etc.  that could in itself constitute a natural park that can be visited by car.",https://a0.muscache.com/pictures/0ca0045a-fd62-4d34-8dfb-55b0858c2053.jpg,67332324,https://www.airbnb.com/users/show/67332324,Mikel,15/04/2016,"San Sebastián, Spain",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/66e507b0-acfb-40a2-b3e2-8a04465d8cbe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/66e507b0-acfb-40a2-b3e2-8a04465d8cbe.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Arratia-Nerbioi, País Vasco, Spain",Dima,Vizcaya,43.12767,-2.76603,Entire cottage,Entire home/apt,9,3.0,3 baths,4.0,7.0,"[""Free parking on premises"", ""Dedicated workspace"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Garden view"", ""Mountain view"", ""Kitchen"", ""Fire pit"", ""Pets allowed"", ""First aid kit"", ""Refrigerator"", ""Indoor fireplace"", ""Dishwasher"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Host greets you"", ""Microwave"", ""Long term stays allowed"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Private patio or balcony"", ""Courtyard view"", ""High chair"", ""Bed linens"", ""Oven"", ""Outdoor dining area"", ""Hot water"", ""Valley view"", ""TV"", ""Cooking basics""]",$270.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,24,24,24,127,29/09/2024,116,9,1,16/05/2016,11/09/2024,4.96,4.97,4.9,4.97,4.97,4.9,4.94,EBI-156,t,1,1,0,0,1.14
458,13096055,https://www.airbnb.com/rooms/13096055,20240900000000.0,29/09/2024,city scrape,"APARTAMENTOS BERMEO, MUSEOA","Apartamentos Bermeo Museoa: tourist accommodation in the heart of Bermeo. Great views to the port, island of Izaro and Mount Ogoño. Modern and welcoming, they offer comfort and a cultural immersion with the adjoining Fisherman's Museum. Discover the authentic marine essence at this unique place. Welcome",,https://a0.muscache.com/pictures/prohost-api/Hosting-13096055/original/f6136f1a-9f8a-43b8-a818-8d9c33b33073.jpeg,31452137,https://www.airbnb.com/users/show/31452137,Mikel,18/04/2015,"Mundaka, Spain",mikel larruzea,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_x_medium,,9,15,"['email', 'phone']",t,t,,Bermeo,Vizcaya,43.42065,-2.72017,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Coffee maker"", ""Hair dryer"", ""Lockbox"", ""Washer"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""Waterfront"", ""Beach access \u2013 Beachfront"", ""Crib"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Self check-in"", ""Microwave"", ""Dishes and silverware"", ""Heating"", ""Patio or balcony"", ""Oven"", ""Hot water"", ""TV"", ""Cooking basics""]",$79.00,1,1125,1,4,2,1125,2.1,185.1,,t,24,54,84,88,29/09/2024,25,9,0,27/06/2021,19/07/2024,4.72,4.8,4.92,4.68,4.84,4.92,4.72,,t,9,9,0,0,0.63
459,13096064,https://www.airbnb.com/rooms/13096064,20240900000000.0,29/09/2024,city scrape,Mundaka Beach Flat + parking privado,"Beautiful apartment located 50 meters from Laidatxu, Mundaka beach. It has private parking, essential in summer in Mundaka.",,https://a0.muscache.com/pictures/prohost-api/Hosting-13096064/original/217ece02-4152-4b1c-8b7e-fb7f02f6e653.jpeg,31452137,https://www.airbnb.com/users/show/31452137,Mikel,18/04/2015,"Mundaka, Spain",mikel larruzea,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_x_medium,,9,15,"['email', 'phone']",t,t,,Mundaka,Vizcaya,43.40386,-2.70248,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Free parking on premises"", ""Hot water"", ""Self check-in"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Washer"", ""Lockbox"", ""Wifi"", ""Essentials"", ""Kitchen"", ""TV"", ""Free street parking""]",$75.00,1,1125,1,3,2,1125,1.2,926.3,,t,27,57,87,91,29/09/2024,12,0,0,08/08/2016,02/09/2023,4.25,4.67,4.5,4.67,4.67,4.67,4.42,E BI 057,f,9,9,0,0,0.12
691,17266272,https://www.airbnb.com/rooms/17266272,20240900000000.0,29/09/2024,city scrape,Piso céntrico con impresionantes vistas al mar,,"Quiet neighborhood, in the upper Bermeo area, with breathtaking sea views from all over the house. Neighborhood with many parking areas near the house. A minute's walk from Talaya, very close to Aritzatxu (Bermeo Beach) and the football field. 5 minutes from the old town of the municipality and about 10 minutes away from the port and Lamera park. Very well located.",https://a0.muscache.com/pictures/3c8b836f-2bc2-421a-9a6e-7bf77df9be3e.jpg,116339285,https://www.airbnb.com/users/show/116339285,Ainhoa,14/02/2017,"Bilbao, Spain",Viajar es una pasión y la playa un vicio confesable. ,within a few hours,100%,90%,f,https://a0.muscache.com/im/pictures/user/400c9ff8-1792-405c-ab06-3b9909ba90f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/400c9ff8-1792-405c-ab06-3b9909ba90f6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bermeo, Euskadi, Spain",Bermeo,Vizcaya,43.42328,-2.72479,Entire condo,Entire home/apt,5,2.0,2 baths,2.0,3.0,"[""Toaster"", ""Bidet"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Smoking allowed"", ""Cleaning products"", ""Belle body soap"", ""Bathtub"", ""Dedicated workspace"", ""Coffee maker"", ""Wine glasses"", ""Hair dryer"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Coffee"", ""Mountain view"", ""Kitchen"", ""Freezer"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishwasher"", ""Waterfront"", ""Beach access \u2013 Beachfront"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Laundromat nearby"", ""Wifi"", ""Essentials"", ""Single level home"", ""Drying rack for clothing"", ""Host greets you"", ""Blender"", ""Ocean view"", ""Microwave"", ""Bay view"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Stove"", ""Private patio or balcony"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Sea view"", ""Oven"", ""Clothing storage: closet"", ""Children\u2019s books and toys"", ""City skyline view"", ""Hot water"", ""Dining table"", ""Elevator"", ""TV with standard cable"", ""Private entrance"", ""Cooking basics""]",$120.00,2,30,2,2,30,30,2.0,30.0,,t,12,12,32,33,29/09/2024,109,7,0,17/07/2017,29/08/2024,4.7,4.82,4.7,4.92,4.88,4.74,4.55,,f,1,1,0,0,1.24
723,17799075,https://www.airbnb.com/rooms/17799075,20240900000000.0,29/09/2024,city scrape,Unique apartment  old town of Getaria,"The apartment is located in the old town of Getaria, in a historic building of the 16th century. There is an amazing terrace  with incredible views of the Bay of Biscay, from Biarritz to Zarautz. The beach is located just 2 minutes away, the location is just amazing.",Getaria is a perfect destination for food and nature lovers.,https://a0.muscache.com/pictures/prohost-api/Hosting-17799075/original/7a3bdfc0-8f4c-4070-bb15-9cef99a4d548.jpeg,114226394,https://www.airbnb.com/users/show/114226394,Mikel,31/01/2017,,I love travelling,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-114226394/original/27d5798e-9b42-45d5-827c-90a452d811df.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-114226394/original/27d5798e-9b42-45d5-827c-90a452d811df.png?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Getaria, Euskadi, Spain",Getaria,GuipÃºzcoa,43.30248,-2.20399,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee maker"", ""Shared beach access \u2013 Beachfront"", ""Hair dryer"", ""Lockbox"", ""Washer"", ""Iron"", ""Kitchen"", ""Pets allowed"", ""First aid kit"", ""Refrigerator"", ""Paid parking garage off premises"", ""Waterfront"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Ethernet connection"", ""Wifi"", ""Essentials"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Self check-in"", ""Microwave"", ""Backyard"", ""Dishes and silverware"", ""Heating"", ""Room-darkening shades"", ""Bed linens"", ""Patio or balcony"", ""Oven"", ""Hot water"", ""Elevator"", ""Paid parking garage on premises \u2013 1 space"", ""Smoke alarm"", ""TV""]",$176.00,2,60,1,64,30,64,9.8,32.0,,t,23,48,78,343,29/09/2024,194,21,1,09/04/2017,26/09/2024,4.92,4.94,4.93,4.9,4.94,4.97,4.77,ESS00920,t,1,1,0,0,2.13
1009,21286411,https://www.airbnb.com/rooms/21286411,20240900000000.0,30/09/2024,city scrape,Alojamiento en TORRE SOLOKOETXE License: LBI227,BILBAO FROM THE HEIGHTS<br />Beautiful accommodation in historic center of Bilbao,"The apartment is located in the center but in a very quiet area without bars, shops or traffic in the same street but a step away from the hustle and bustle of Bilbao del Casco historico Supermarkets and the main food market of ""La Ribera"" a Two steps.",https://a0.muscache.com/pictures/344ed318-d37b-4836-94f5-953a5d4472b7.jpg,92552399,https://www.airbnb.com/users/show/92552399,Mikel,30/08/2016,"Bilbao, Spain","Persona joven , apasionado y con gran interes en viajar y conocer personas de todo el mundo, y con un pequeño paraiso en las alturas que ofrecer en Bilbao- Bizkaia- Spain",within an hour,100%,38%,f,https://a0.muscache.com/im/pictures/user/User-92552399/original/978e47d0-d0d8-483a-af20-bb006dfff111.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-92552399/original/978e47d0-d0d8-483a-af20-bb006dfff111.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Bilbo, Euskadi, Spain",Bilbao,Vizcaya,43.25517,-2.9204,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Smoking allowed"", ""Dedicated workspace"", ""Coffee maker"", ""Hair dryer"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Outlet covers"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Self check-in"", ""Microwave"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Hot water"", ""Lock on bedroom door"", ""Elevator"", ""Smart lock"", ""TV"", ""Cooking basics"", ""Game console""]",$46.00,2,30,2,2,30,30,2.0,30.0,,t,12,26,48,48,30/09/2024,35,4,0,08/12/2017,25/07/2024,4.94,4.94,4.8,4.91,4.97,4.97,4.89,LBI227,f,1,0,1,0,0.42
1151,23688849,https://www.airbnb.com/rooms/23688849,20240900000000.0,29/09/2024,city scrape,"Apartamentos Bermeo , 1","Apartment in the heart of Bermeo, 1 minute from the port. In the center of the historic center",,https://a0.muscache.com/pictures/prohost-api/Hosting-23688849/original/9c675fb8-34d6-4878-97ba-efa7f42138a5.jpeg,31452137,https://www.airbnb.com/users/show/31452137,Mikel,18/04/2015,"Mundaka, Spain",mikel larruzea,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_x_medium,,9,15,"['email', 'phone']",t,t,,Bermeo,Vizcaya,43.41999,-2.72202,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"[""Hot water"", ""Self check-in"", ""Fire extinguisher"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Washer"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Keypad"", ""TV"", ""First aid kit""]",$78.00,1,1125,1,4,2,1125,2.4,73.5,,t,29,59,89,93,29/09/2024,12,2,0,26/07/2018,16/06/2024,4.5,4.75,4.58,4.75,4.92,4.67,4.58,,t,9,9,0,0,0.16
1163,23854402,https://www.airbnb.com/rooms/23854402,20240900000000.0,29/09/2024,city scrape,Piso en Górliz (Vizcaya) a 15 min. de la playa,"Apartment 25 km from Bilbao completely outside and very bright in the center of Górliz in a residential area 15 minutes' walk from the beach. <br />Oriented living room, chaise-longe sofa bed, 3 bedrooms and 2 bathrooms. Garage Pllaza for small and medium sized cars, first floor with no lift<br />Close to bus stop to get to Plentzia metro. <br />Close to local shops (bakeries, bars, restaurants and supermarkets), it's a very quiet area to rest","Gorliz belongs to the region of Uribe Kosta. The area<br />of the municipality is 10.29 km2 and is located 25 km from Bilbao. It borders Lemoiz to the east and Plentzia to the south. Its population is 5,708 inhabitants, in summer it quadruples. <br />The total coast of Gorliz has more than 4 km. Its beach or sand is adjacent to Plentzia. A golden, fine-grained shell-shaped beach near Greater Bilbao with calm, safe waters makes it one of the most visited beaches in the entire Historical Territory of Biscay and ideal for all types of water sports. <br />On the 1.33 km walk, 9 meters wide (of which 3 are intended for bike lanes) we find the Gorliz Hospital / Sanatorium. <br />Two kilometres from the Butron estuary pass through the municipality. There are three streams that flow into the beach: Kukuluerreka, Gazatza and Txatxarro.<br />Astondo dunes and dunes recovered in sand.<br />Picnic area ""El Pinar” by the beach",https://a0.muscache.com/pictures/72290281-19d1-407a-9f20-3cbaadf44859.jpg,71905585,https://www.airbnb.com/users/show/71905585,Ainhoa,14/05/2016,"Alcobendas, Spain",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a963e684-b147-4db7-bb34-172fa41d818d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a963e684-b147-4db7-bb34-172fa41d818d.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Gorliz, Euskadi, Spain",Gorliz,Vizcaya,43.41543,-2.93376,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,5.0,"[""Toaster"", ""Bidet"", ""Free parking on premises"", ""Cleaning products"", ""Dedicated workspace"", ""Bathtub"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Coffee"", ""Iron"", ""Kitchen"", ""Freezer"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""Books and reading material"", ""Dishwasher"", ""Waterfront"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Crib"", ""Fire extinguisher"", ""Shared backyard"", ""Shampoo"", ""Hangers"", ""Ethernet connection"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Host greets you"", ""Blender"", ""Microwave"", ""Shared beach access"", ""Long term stays allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Private patio or balcony"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Board games"", ""Children\u2019s books and toys"", ""Baby bath"", ""Hot water"", ""Dining table"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Cooking basics""]",$101.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,1,19,29/09/2024,96,9,1,20/04/2018,22/09/2024,4.85,4.88,4.9,4.94,4.9,4.78,4.73,EBI00725,f,1,1,0,0,1.22
1393,26760404,https://www.airbnb.com/rooms/26760404,20240900000000.0,30/09/2024,city scrape,SM18 Apartment,"High apartment with views, exterior with south facing 10 minutes from the beach by bus.<br />Wardrobes, spare pillows, and blankets have in every room.<br />All spaces have a window or balcony to the outside<br />15 minutes from downtown with the stop in front of the portal (Line 14 dbus)<br />12min walk to Pasaia Bay<br />Quiet residential area, with free parking, supermarket, famarcia, cafes","Quiet, residential area with all amenities. Supermarket, cafeterias, pharmacy, public transport, etc.",https://a0.muscache.com/pictures/miso/Hosting-26760404/original/d97e9132-4f85-469d-9337-9d097f92b95f.jpeg,185779420,https://www.airbnb.com/users/show/185779420,Mikel,23/04/2018,"Donostia-San Sebastian, Spain","Sencillo, transparente y justo",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/9f30610c-93e5-4e44-b58e-de85edd06ac1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9f30610c-93e5-4e44-b58e-de85edd06ac1.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Donostia, PV, Spain",Donostia-San SebastiÃ¡n,GuipÃºzcoa,43.32334,-1.945,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Smoking allowed"", ""Cleaning products"", ""Dedicated workspace"", ""Bathtub"", ""Coffee maker"", ""Hair dryer"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Kitchen"", ""Pets allowed"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""32 inch HDTV"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Waterfront"", ""Body soap"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Essentials"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Self check-in"", ""Portable fans"", ""Microwave"", ""Long term stays allowed"", ""Fast wifi \u2013 288 Mbps"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Patio or balcony"", ""Oven"", ""City skyline view"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Smart lock"", ""Cooking basics""]",$127.00,1,30,1,2,1125,1125,1.0,1125.0,,t,17,20,20,20,30/09/2024,76,12,0,15/07/2018,25/08/2024,4.46,4.76,4.49,4.8,4.88,4.12,4.32,ESS02233,f,2,2,0,0,1.0
1517,29042892,https://www.airbnb.com/rooms/29042892,20240900000000.0,29/09/2024,city scrape,"Apartamentos Bermeo , 2","Apartment in the heart of Bermeo, 1 minute from the port. In the center of the historic center",,https://a0.muscache.com/pictures/prohost-api/Hosting-29042892/original/bd7f0a28-25e7-48f0-bd61-10f93c3b9865.jpeg,31452137,https://www.airbnb.com/users/show/31452137,Mikel,18/04/2015,"Mundaka, Spain",mikel larruzea,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c36c1d3-11fa-45be-aa8e-53bc14f32cff.jpg?aki_policy=profile_x_medium,,9,15,"['email', 'phone']",t,t,,Bermeo,Vizcaya,43.42077,-2.72287,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"[""Hot water"", ""Self check-in"", ""Fire extinguisher"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Washer"", ""Private entrance"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Smart lock"", ""TV"", ""First aid kit""]",$71.00,1,1125,1,4,2,1125,2.2,194.3,,t,21,51,81,85,29/09/2024,7,0,0,08/07/2021,10/08/2023,4.43,4.14,4.43,4.57,4.86,4.43,4.29,,t,9,9,0,0,0.18
1587,30518812,https://www.airbnb.com/rooms/30518812,20240900000000.0,29/09/2024,city scrape,Chalet en plena naturaleza.,"Entire house for rest and enjoyment, in the midst of nature, with all the comforts  of today. Ideal for spending a few days relaxing or visiting the surrounding area. A minute's drive to the historic centre of Markina-Xemein. Own garden and two terraces where you can eat or have breakfast. BBQ and wood-burning oven for a good meal with family or friends.<br />Very bright and sunny house. <br />Close to the most wonderful places in the Basque Country, such as Lekeitio, San Sebastian, Bilbao,...","The house is located on a common plot of one hectare, the house is close to another but the living space is particular. An ideal setting for a good meal outdoors enjoying its barbecue and wood-burning oven.<br /><br />The house has an organic vegetable garden and the experience of picking up your own food and making it right now is priceless.<br />The little ones can enjoy the animals of the neighbors and various games.<br />The house is located near the ""hard"" trekking routes of the coast and MTB routes for cyclists and quieter routes for nature lovers.<br />A magical place to enjoy nature, gastronomy and sport.",https://a0.muscache.com/pictures/f5fa2656-50bf-424f-ae31-1302cfeacf6f.jpg,124830621,https://www.airbnb.com/users/show/124830621,Mikel,08/04/2017,"Markina-Xemein, Spain",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-124830621/original/c8437a46-fdcd-4677-9cea-f254edd27f13.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-124830621/original/c8437a46-fdcd-4677-9cea-f254edd27f13.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Markina-Xemein, Euskadi, Spain",Markina-Xemein,Vizcaya,43.26824,-2.48972,Entire chalet,Entire home/apt,7,0.5,Half-bath,3.0,4.0,"[""Toaster"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Dedicated workspace"", ""Bathtub"", ""Coffee maker"", ""Wine glasses"", ""BBQ grill: charcoal, wood-burning"", ""Outdoor furniture"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Coffee"", ""Iron"", ""Garden view"", ""Mountain view"", ""Kitchen"", ""Freezer"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Private entrance"", ""Refrigerator"", ""Fire pit"", ""Books and reading material"", ""Hammock"", ""Free street parking"", ""Pets allowed"", ""Barbecue utensils"", ""Dishwasher"", ""Stainless steel induction stove"", ""Body soap"", ""Crib"", ""Outlet covers"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Arcade games"", ""Changing table"", ""Laundromat nearby"", ""Wifi"", ""Essentials"", ""Pocket wifi"", ""Drying rack for clothing"", ""Self check-in"", ""Clothing storage: closet and wardrobe"", ""Portable fans"", ""Blender"", ""Microwave"", ""Children's playroom"", ""Air conditioning"", ""Long term stays allowed"", ""Building staff"", ""Sun loungers"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Private patio or balcony"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Board games"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Hot water"", ""Children\u2019s bikes"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Valley view"", ""Children\u2019s dinnerware"", ""TV"", ""Indoor fireplace: wood-burning"", ""Cooking basics"", ""Sound system with aux""]",$350.00,4,1125,6,6,1125,1125,6.0,1125.0,,t,29,59,89,358,29/09/2024,51,11,2,18/07/2020,14/09/2024,4.92,4.88,4.86,4.86,4.92,4.84,4.73,,t,1,1,0,0,1.0
1664,32250574,https://www.airbnb.com/rooms/32250574,20240900000000.0,30/09/2024,city scrape,Casa Señorial Sasueta a 5 minutos del centro,"Spectacular manor house in the San Sebastian area just 5 minutes from downtown, in a quiet residential neighborhood. It has five double bedrooms, four bathrooms, living-dining room and spacious kitchen with two refrigerators. One of the rooms is located on the first floor of the house and free of architectural barriers and with bathroom with built-in shower. The other four rooms are on the second floor with three other bathrooms, one of which is built into one of the rooms.",It's a quiet residential neighborhood and is two minutes from the three-Michelin-starred Arzak Restaurant.,https://a0.muscache.com/pictures/69b0b8e6-c704-47f4-b387-7e3ec19fefbc.jpg,66631770,https://www.airbnb.com/users/show/66631770,Ainhoa,10/04/2016,"San Sebastián, Spain",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/49c7c2ab-5ab9-4bf2-952f-dfc2d9c6a461.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/49c7c2ab-5ab9-4bf2-952f-dfc2d9c6a461.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Donostia, Euskadi, Spain",Donostia-San SebastiÃ¡n,GuipÃºzcoa,43.3201,-1.94429,Entire villa,Entire home/apt,8,4.0,4 baths,5.0,8.0,"[""Free parking on premises"", ""Coffee maker"", ""Hair dryer"", ""Washer"", ""Iron"", ""Private entrance"", ""Kitchen"", ""Pets allowed"", ""First aid kit"", ""Refrigerator"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Microwave"", ""Private pool"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Cooking basics""]",$736.00,2,1125,1,5,1125,1125,2.3,1125.0,,t,30,60,85,322,30/09/2024,45,4,0,02/06/2019,20/07/2024,4.84,4.84,4.62,4.89,4.91,4.71,4.62,,t,1,1,0,0,0.69
