,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1428,27458924,https://www.airbnb.com/rooms/27458924,20240900000000.0,29/09/2024,city scrape,Itxaropena 3 apartment,"The apartment stands out for its exquisite decoration and its fantastic location. It is also located next to the ITXAROPENA 1, ITXAROPENA 2 and ITXAROPENA 4 apartments, which makes it a very interesting option if you need two, three or four apartments in the same building.<br />The Itxaropena tourist apartments are located in the center of Zarautz, on Herrikobarra street, a quiet, safe and pedestrian area, and 500 meters from the beach.",The apartment is close to everything you need to make your stay an unforgettable one. 300 meters from the beach.,https://a0.muscache.com/pictures/5290199c-bc6c-4d0a-979c-434b25056350.jpg,206325124,https://www.airbnb.com/users/show/206325124,Apartamentos Itxaropena,31/07/2018,,,within a day,88%,96%,f,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Zarautz, Euskadi, Spain",Zarautz,GuipÃºzcoa,43.28507,-2.17614,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Coffee maker"", ""Hair dryer"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Waterfront"", ""Beach access \u2013 Beachfront"", ""Crib"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Host greets you"", ""Air conditioning"", ""Dishes and silverware"", ""Heating"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""TV""]",$101.00,1,1125,1,4,2,1125,1.3,872.0,,t,30,58,88,92,29/09/2024,13,1,0,09/08/2018,30/12/2023,4.69,4.77,4.85,5.0,5.0,5.0,4.46,TSS00092,t,4,4,0,0,0.17
1429,27460654,https://www.airbnb.com/rooms/27460654,20240900000000.0,29/09/2024,city scrape,Itxaropena apartment 4,"The apartment stands out for its exquisite decoration and its fantastic location. It is also located next to the ITXAROPENA 1, ITXAROPENA 2 and ITXAROPENA 3 apartments, which makes it a very interesting option if you need two, three or four apartments in the same building.<br />The Itxaropena tourist apartments are located in the center of Zarautz, on Herrikobarra Street, a quiet, safe and pedestrianized area, and 350 meters from the beach.",The apartment is close to everything you need to make your stay an unforgettable one. 300 meters from the beach.,https://a0.muscache.com/pictures/fbcadcb7-56c8-4d53-b34b-4ea5a407d65d.jpg,206325124,https://www.airbnb.com/users/show/206325124,Apartamentos Itxaropena,31/07/2018,,,within a day,88%,96%,f,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Zarautz, Gipuzkoa, Spain",Zarautz,GuipÃºzcoa,43.28389,-2.17781,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Paid parking on premises"", ""Coffee maker"", ""Hair dryer"", ""Washer"", ""Coffee"", ""Kitchen"", ""Freezer"", ""Refrigerator"", ""Beach access \u2013 Beachfront"", ""Body soap"", ""Crib"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Host greets you"", ""Blender"", ""Microwave"", ""Air conditioning"", ""Dishes and silverware"", ""Heating"", ""Shower gel"", ""High chair"", ""Bed linens"", ""Hot water"", ""TV"", ""Cooking basics""]",$101.00,1,1125,1,4,2,1125,1.2,921.5,,t,22,46,76,80,29/09/2024,24,1,0,07/08/2018,03/05/2024,4.83,4.92,4.96,4.88,4.83,5.0,4.63,TSS00092,t,4,4,0,0,0.32
1430,27460913,https://www.airbnb.com/rooms/27460913,20240900000000.0,29/09/2024,city scrape,Egona - Apartamento Itxaropena 1 -  (TSS00092),"The apartment stands out for its exquisite decoration and its fantastic location. It is also located next to the ITXAROPENA 2, ITXAROPENA 3 and ITXAROPENA 4 apartments, which makes it a very interesting option if you need two, three or four apartments in the same building and location.<br /><br />The Itxaropena tourist apartments are located in the center of Zarautz, on Herrikobarra Street, a quiet, safe and pedestrianized area, and 350 meters from the beach.",The apartment is close to everything you need to make your stay an unforgettable one. 300 meters from the beach.,https://a0.muscache.com/pictures/0d18dcee-5516-4d3b-acfe-5a1ab7580933.jpg,206325124,https://www.airbnb.com/users/show/206325124,Apartamentos Itxaropena,31/07/2018,,,within a day,88%,96%,f,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Zarautz, Gipuzkoa, Spain",Zarautz,GuipÃºzcoa,43.28441,-2.17661,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Toaster"", ""Paid parking on premises"", ""Coffee maker"", ""Hair dryer"", ""Washer"", ""Coffee"", ""Kitchen"", ""Freezer"", ""Refrigerator"", ""Beach access \u2013 Beachfront"", ""Crib"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Host greets you"", ""Blender"", ""Microwave"", ""Air conditioning"", ""Dishes and silverware"", ""Heating"", ""Shower gel"", ""High chair"", ""Bed linens"", ""Hot water"", ""TV"", ""Cooking basics""]",$101.00,1,1125,1,20,2,1125,9.7,447.6,,t,20,42,72,257,29/09/2024,39,11,1,18/08/2018,14/09/2024,4.74,4.87,4.82,4.9,4.9,4.92,4.64,TSS00092,t,4,4,0,0,0.52
1431,27463320,https://www.airbnb.com/rooms/27463320,20240900000000.0,29/09/2024,city scrape,Itxaropena 2 apartment,"The apartment stands out for its exquisite decoration and its fantastic location. It is also located next to the ITXAROPENA 1, ITXAROPENA 3 and ITXAROPENA 4 apartments, which makes it a very interesting option if you need two, three or four apartments in the same building.<br />The Itxaropena tourist apartments are located in the center of Zarautz, on Herrikobarra Street, a quiet, safe and pedestrianized area, and 350 meters from the beach.",The apartment is close to everything you need to make your stay an unforgettable one. 300 meters from the beach.,https://a0.muscache.com/pictures/dbfef5bb-2e89-4937-beb8-a6826af9d78f.jpg,206325124,https://www.airbnb.com/users/show/206325124,Apartamentos Itxaropena,31/07/2018,,,within a day,88%,96%,f,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0d29f81-3f83-45d9-b398-0a029304ffec.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Zarautz, Euskadi, Spain",Zarautz,GuipÃºzcoa,43.28405,-2.17727,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Toaster"", ""Paid parking on premises"", ""Coffee maker"", ""Hair dryer"", ""Washer"", ""Coffee"", ""Kitchen"", ""Freezer"", ""Refrigerator"", ""Waterfront"", ""Body soap"", ""Crib"", ""Beach access \u2013 Beachfront"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Host greets you"", ""Blender"", ""Microwave"", ""Air conditioning"", ""Dishes and silverware"", ""Heating"", ""Shower gel"", ""High chair"", ""Bed linens"", ""Hot water"", ""TV"", ""Cooking basics""]",$101.00,1,1125,1,20,2,1125,9.7,398.4,,t,30,56,86,271,29/09/2024,15,1,0,08/08/2018,10/05/2024,4.73,4.8,5.0,4.93,4.93,4.93,4.6,TSS00092,t,4,4,0,0,0.2
1460,28124888,https://www.airbnb.com/rooms/28124888,20240900000000.0,30/09/2024,city scrape,Apartamento en Donostia,,,https://a0.muscache.com/pictures/6333eaa1-6d6f-4ddf-aa07-c235dcdc3ba3.jpg,21293396,https://www.airbnb.com/users/show/21293396,Haizea,13/09/2014,"Donostia-San Sebastian, Spain",,within a day,80%,27%,f,https://a0.muscache.com/im/pictures/user/30c72377-1d4b-4d11-b789-8084c448daa0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30c72377-1d4b-4d11-b789-8084c448daa0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Donostia-San SebastiÃ¡n,GuipÃºzcoa,43.31133,-1.96641,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Cleaning products"", ""Coffee maker"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Books and reading material"", ""Dishwasher"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Microwave"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Clothing storage: closet"", ""Hot water"", ""TV"", ""Cooking basics""]",$120.00,1,7,1,1,7,7,1.0,7.0,,t,0,0,0,28,30/09/2024,33,1,0,09/09/2018,27/08/2024,4.7,4.72,4.84,4.81,4.84,4.31,4.53,,f,1,1,0,0,0.45
1487,28594357,https://www.airbnb.com/rooms/28594357,20240900000000.0,30/09/2024,previous scrape,"Precioso ático en villa antigua, cerca de la playa","Discover San Sebastian from this beautiful penthouse located in a 1916 house surrounded by garden, with vaulted ceilings, original wooden floors and a small balcony from which you can see the sea and the sunsets.",,https://a0.muscache.com/pictures/miso/Hosting-28594357/original/58a13cb1-d17b-4802-8a9c-e7cdc3273b06.jpeg,11766081,https://www.airbnb.com/users/show/11766081,Susana,29/01/2014,"San Sebastián, Spain",,within a day,100%,80%,f,https://a0.muscache.com/im/pictures/user/b0532a87-e0eb-4973-a20b-97b1a69688a0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b0532a87-e0eb-4973-a20b-97b1a69688a0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Donostia-San SebastiÃ¡n,GuipÃºzcoa,43.32074,-1.95081,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Indoor fireplace"", ""Air conditioning"", ""Beach access \u2013 Beachfront"", ""Free residential garage on premises \u2013 1 space"", ""Wifi"", ""Kitchen"", ""Patio or balcony"", ""TV"", ""Refrigerator""]",,3,10,3,3,10,10,3.0,10.0,,t,0,0,0,0,30/09/2024,8,0,0,29/06/2022,18/08/2023,5.0,4.88,4.88,5.0,5.0,4.75,4.88,,f,1,1,0,0,0.29
1492,28694060,https://www.airbnb.com/rooms/28694060,20240900000000.0,30/09/2024,city scrape,Playa de Ondarreta - le petit bonheur -,"Caroline said: Nice apartment and very well-equipped! Thoughtful hosts! Very good location, 5 min from the city center by bus with a bus stop at the foot of the building. Possibility of parking for car. Recipe for a great stay in this beautiful Basque town. Thanks again for your welcome!!",,https://a0.muscache.com/pictures/bc140c61-7305-4e92-8e19-13301ef65dae.jpg,114978063,https://www.airbnb.com/users/show/114978063,Fernando,05/02/2017,"San Sebastián, Spain",,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/b280fe6f-3ef7-429c-95f8-33690f494808.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b280fe6f-3ef7-429c-95f8-33690f494808.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,,Donostia-San SebastiÃ¡n,GuipÃºzcoa,43.31028,-1.99502,Private room in bed and breakfast,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Lock on bedroom door"", ""Breakfast"", ""Smoking allowed"", ""Long term stays allowed"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Washer"", ""Iron"", ""Wifi"", ""Essentials"", ""Kitchen"", ""TV"", ""Free street parking""]",$120.00,1,31,1,1,31,31,1.0,31.0,,t,30,59,89,364,30/09/2024,9,0,0,13/10/2018,06/05/2019,4.67,4.56,4.67,4.67,4.67,3.89,4.33,,f,1,0,1,0,0.12
1500,28795295,https://www.airbnb.com/rooms/28795295,20240900000000.0,29/09/2024,city scrape,"Beautiful just renovated Studio, 200m from the sea","At the ""Plaza de la Magdalena"", the prettiest area in Hondarribia, in the neighborhood of ""La Marina"". House is at the floor level. 200m from the sea. Small and cozy, makes you feel inside a boat or a cabin. Just renovated in 2018. A bedroom with bunk beds and a 1'80cm bed in the living room. Everything is at hand: The pintxos of San Pedro, the bakery, the pharmacy, the boat that goes to Endaya, the sea ... Feel at home and enjoy an unforgettable stay in the most picturesque town of Gipuzkoa.","La Marina, old fishermen's quarter. The house is just off the street in Plaza Santa María de Magdalena, all around is pedestrian, the plaza has been newly renovated in 2018.",https://a0.muscache.com/pictures/b31ce7ab-5a78-4be0-9955-c4b4412e6444.jpg,217183309,https://www.airbnb.com/users/show/217183309,Pino,25/09/2018,"El Paraíso, Spain",,within a day,100%,72%,t,https://a0.muscache.com/im/pictures/user/dd4cecfc-04d1-4258-80f4-c3be643ada98.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dd4cecfc-04d1-4258-80f4-c3be643ada98.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Hondarribia, Guipúzcoa, Spain",Hondarribia,GuipÃºzcoa,43.36922,-1.79482,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Toaster"", ""Free parking on premises"", ""Dryer"", ""Cleaning products"", ""Coffee maker"", ""Wine glasses"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Kitchen"", ""Freezer"", ""Refrigerator"", ""Free street parking"", ""Dishwasher"", ""Waterfront"", ""Hangers"", ""Wifi"", ""Essentials"", ""Single level home"", ""Portable fans"", ""Blender"", ""Microwave"", ""Shared beach access"", ""Long term stays allowed"", ""Dishes and silverware"", ""Heating"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Clothing storage: closet"", ""Hot water"", ""Dining table"", ""TV"", ""Cooking basics""]",$120.00,3,300,3,3,300,300,3.0,300.0,,t,21,48,78,312,29/09/2024,40,10,2,16/10/2018,19/09/2024,4.9,4.93,4.85,4.93,4.98,5.0,4.88,ESS02378,f,1,1,0,0,0.55
1548,29843343,https://www.airbnb.com/rooms/29843343,20240900000000.0,29/09/2024,city scrape,Casa Pichon Etxea,"Casa Bodega Muro , built in Stone and brick,<br />set in an expecatory setting of vineyards and olive trees, where relaxation and wine culture are the main attraction.<br />The property does not allow ,to persons under 25 years old .",It is quiet very comfortable the accesses and the highways are very close.,https://a0.muscache.com/pictures/5b5614c7-9412-4ef1-a672-bedf93b7f643.jpg,224454801,https://www.airbnb.com/users/show/224454801,Miguel Angel,06/11/2018,,,within a day,90%,94%,t,https://a0.muscache.com/im/pictures/user/d3f75802-12d0-4f8a-b2e5-c72c40a24cb5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3f75802-12d0-4f8a-b2e5-c72c40a24cb5.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"Lapuebla de Labarca, Euskadi, Spain",Lapuebla de Labarca,Ãlava,42.48764,-2.58176,Entire chalet,Entire home/apt,12,3.0,3 baths,6.0,12.0,"[""Toaster"", ""Bidet"", ""Free parking on premises"", ""Private outdoor pool - saltwater"", ""Cleaning products"", ""Bathtub"", ""Coffee maker"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Freezer"", ""Baking sheet"", ""Private BBQ grill: charcoal, wood-burning"", ""First aid kit"", ""Refrigerator"", ""Hammock"", ""Indoor fireplace"", ""Barbecue utensils"", ""Dishwasher"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Gym"", ""Carbon monoxide alarm"", ""Blender"", ""Ping pong table"", ""Microwave"", ""Long term stays allowed"", ""Sun loungers"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Private patio or balcony"", ""Shower gel"", ""Outdoor dining area"", ""Hot water"", ""Dining table"", ""Mini fridge"", ""TV"", ""Cooking basics"", ""Stainless steel single oven""]",$377.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,20,43,66,329,29/09/2024,39,12,0,03/02/2019,13/08/2024,4.82,4.77,4.79,4.87,4.85,4.79,4.67,,f,1,1,0,0,0.57
1627,31462397,https://www.airbnb.com/rooms/31462397,20240900000000.0,29/09/2024,city scrape,Naturaleza a los cuatro vientos.Turismo sostenible,"Renovated old house located in the middle of nature, at the foot of Mount Hernio.  Surrounded by forests and high meadows, we have 15min walking to downtown,  26km to San Sebastián and Zarauz, 1 hour in Pamplona. A wide range of Cultural and Gastronomic offer. The farmhouse is divided into two homes. The Agroturismo has 4 bedrooms, kitchen, living room and reading area. It has extra beds. The entire house is rented. Integrated into an Organic Farm.",,https://a0.muscache.com/pictures/miso/Hosting-31462397/original/1ecc22c9-6306-4f3f-b4c6-c0fd8b11fe14.jpeg,235690549,https://www.airbnb.com/users/show/235690549,Olatz,10/01/2019,,,within a day,100%,96%,t,https://a0.muscache.com/im/pictures/user/11000ae6-4920-481a-b89c-a6ac1c9500b3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/11000ae6-4920-481a-b89c-a6ac1c9500b3.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Asteasu,GuipÃºzcoa,43.20659,-2.13388,Entire cottage,Entire home/apt,10,3.0,3 baths,4.0,7.0,"[""Free parking on premises"", ""Cleaning products"", ""Dedicated workspace"", ""Coffee maker"", ""Central heating"", ""Outdoor furniture"", ""Hair dryer"", ""Kitchen"", ""Freezer"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Refrigerator"", ""Books and reading material"", ""Dishwasher"", ""Crib"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Essentials"", ""Host greets you"", ""Microwave"", ""Backyard"", ""Long term stays allowed"", ""Dishes and silverware"", ""High chair"", ""Room-darkening shades"", ""Bed linens"", ""Patio or balcony"", ""Oven"", ""Clothing storage: wardrobe"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Hot water"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Cooking basics""]",$340.00,2,60,2,2,60,60,2.0,60.0,,t,26,51,81,336,29/09/2024,43,19,0,17/04/2022,27/08/2024,4.84,4.79,4.86,4.67,4.84,4.72,4.77,,f,1,1,0,0,1.44
1628,31477402,https://www.airbnb.com/rooms/31477402,20240900000000.0,29/09/2024,city scrape,Casa Kanala- Liburuak,"Liburuak is a loft of more than 50m2, fully equipped to guarantee a great holiday with your partner, offering views of the Atxarre chapel and with two rooms; the first has a hugely comfortable bed measuring 2m x 2m complete with an en suite bathroom, and the second a lounge and small office.",,https://a0.muscache.com/pictures/8c68627d-232c-49f2-85b7-ad1bf4322cb9.jpg,235165363,https://www.airbnb.com/users/show/235165363,Jon,08/01/2019,"Urdaibai, Spain","Soy un amante de la naturaleza y me gusta aprovechar mis momentos libres para dedicarlos a mis pasiones. El kitesurf, btt donde siempre encuentro una nueva ruta alternativa por descubrir en nuestro entorno.
Por otra parte, mi otra pasión son las viviendas eficientes de madera como la casa Hemingway Kanala house en este proyecto he intentado poner todo mi conocimiento y amor para conservar la esencia del antiguo caserio Txune pero con novedosos sistemas los cuales la hacen más respetuosa con su entorno.",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/53642383-0b5f-4cba-bac0-d79b2f3d5431.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/53642383-0b5f-4cba-bac0-d79b2f3d5431.jpg?aki_policy=profile_x_medium,,6,10,"['email', 'phone']",t,t,,Gautegiz Arteaga,Vizcaya,43.38514,-2.67854,Private room in cottage,Private room,2,1.0,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Luggage dropoff allowed"", ""Dryer"", ""Coffee maker"", ""Hair dryer"", ""BBQ grill"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Barbecue utensils"", ""Beach access \u2013 Beachfront"", ""Crib"", ""Fire extinguisher"", ""EV charger"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Microwave"", ""Backyard"", ""Hot tub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Shower gel"", ""High chair"", ""Bed linens"", ""Baby bath"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""TV"", ""Cooking basics"", ""Private living room""]",$132.00,2,1125,1,4,30,30,2.5,30.0,,t,17,42,65,268,29/09/2024,11,2,0,24/06/2020,10/02/2024,4.82,4.91,4.91,4.73,4.45,4.91,4.64,,t,6,2,4,0,0.21
1640,31677609,https://www.airbnb.com/rooms/31677609,20240900000000.0,29/09/2024,city scrape,Hemingway kanala- Mendi,"The Mendi house is a fully equipped house to enjoy your vacation with more than 110m2 with wonderful views towards the Atxarre hermitage and the Mundaka estuary. It has two bedrooms with high comfort beds of 2m x 2m, two full bathrooms and a one-piece kitchen living room with direct access to the terrace where the wellness area is located.",,https://a0.muscache.com/pictures/miso/Hosting-31677609/original/00a2ea85-f5b7-4aec-9443-fc6b25437e89.jpeg,235165363,https://www.airbnb.com/users/show/235165363,Jon,08/01/2019,"Urdaibai, Spain","Soy un amante de la naturaleza y me gusta aprovechar mis momentos libres para dedicarlos a mis pasiones. El kitesurf, btt donde siempre encuentro una nueva ruta alternativa por descubrir en nuestro entorno.
Por otra parte, mi otra pasión son las viviendas eficientes de madera como la casa Hemingway Kanala house en este proyecto he intentado poner todo mi conocimiento y amor para conservar la esencia del antiguo caserio Txune pero con novedosos sistemas los cuales la hacen más respetuosa con su entorno.",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/53642383-0b5f-4cba-bac0-d79b2f3d5431.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/53642383-0b5f-4cba-bac0-d79b2f3d5431.jpg?aki_policy=profile_x_medium,,6,10,"['email', 'phone']",t,t,,Gautegiz Arteaga,Vizcaya,43.38523,-2.67925,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Outdoor dining area"", ""Free parking on premises"", ""Dedicated workspace"", ""Fire extinguisher"", ""Smoke alarm"", ""Private hot tub"", ""Outdoor shower"", ""BBQ grill"", ""Washer"", ""Wifi"", ""Kitchen"", ""TV"", ""First aid kit""]",$275.00,1,365,1,4,30,30,2.5,30.0,,t,24,54,84,280,29/09/2024,1,0,0,04/12/2022,04/12/2022,4.0,3.0,5.0,5.0,4.0,5.0,2.0,,t,6,2,4,0,0.05
1650,31924870,https://www.airbnb.com/rooms/31924870,20240900000000.0,29/09/2024,city scrape,"Itxasoa=sea, 2 derecha, n° licencia LSS0021","Private apartment, I live in a room with my own bathroom and I have two rooms for lodging , 1 bathroom to share between the two lodging rooms, kitchen - dining room with balcony  , easy access to the elevator, community pool, 2min from the beach,  bright and with sufficient parking in the surroundings, quiet area, supermarket and cafeteria at 100 meters.","Apartment located in Nafarroa etorbidea, 39,portal A, 2 right, Quiet residential area, 5 minutes from downtown, 2 minutes from the beach,supermarket and cafeteria 100 meters,",https://a0.muscache.com/pictures/ae629700-00b4-4525-a902-cb0aecb31407.jpg,239348343,https://www.airbnb.com/users/show/239348343,Ion,27/01/2019,"Zarautz, Spain","
Si te gusta senderismo, golf, surf, gastronomía, museo de tren a vapor antiguos, fotografía... estaré encantado de guiarte, si te gusta otras cosas, haré lo posible para guiarte. 
Mi idioma materna es el Euskera y también puedo comunicarme en castellano 
Si te animas aquí estaremos
Agur 
",within a day,100%,95%,f,https://a0.muscache.com/im/pictures/user/a9632178-4b3f-4919-adb0-b1596a6beb96.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a9632178-4b3f-4919-adb0-b1596a6beb96.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Zarautz, Euskadi, Spain",Zarautz,GuipÃºzcoa,43.28599166870117,-2.163515091,Private room in condo,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Toaster"", ""Bidet"", ""Cleaning products"", ""Dedicated workspace"", ""Coffee maker"", ""Wine glasses"", ""Shared beach access \u2013 Beachfront"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Lockbox"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Kitchen"", ""Freezer"", ""First aid kit"", ""Stainless steel electric stove"", ""Refrigerator"", ""Free street parking"", ""Waterfront"", ""Shampoo"", ""Hangers"", ""Laundromat nearby"", ""Wifi"", ""Essentials"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Pocket wifi"", ""Single level home"", ""Private outdoor pool - infinity"", ""Self check-in"", ""Blender"", ""Microwave"", ""Dishes and silverware"", ""Sanex body soap"", ""Shower gel"", ""Shared patio or balcony"", ""Outdoor playground"", ""Room-darkening shades"", ""Radiant heating"", ""Oven"", ""Board games"", ""Clothing storage: closet"", ""City skyline view"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""TV"", ""Cooking basics""]",$40.00,1,30,1,1,30,30,1.0,30.0,,t,29,59,89,179,29/09/2024,207,19,1,03/02/2019,08/09/2024,4.66,4.76,4.55,4.81,4.79,4.89,4.63,LSS00212,f,2,0,2,0,3.01
